website_pageview_id,created_at,website_session_id,pageview_url
279,"2012-03-20 09:01:19",156,/products
280,"2012-03-20 09:01:54",156,/the-original-mr-fuzzy
281,"2012-03-20 09:02:11",158,/home
282,"2012-03-20 09:09:26",159,/home
283,"2012-03-20 09:14:21",159,/products
284,"2012-03-20 09:23:55",160,/home
285,"2012-03-20 09:29:32",160,/products
286,"2012-03-20 09:30:07",161,/home
287,"2012-03-20 09:33:30",160,/the-original-mr-fuzzy
288,"2012-03-20 09:35:58",160,/cart
289,"2012-03-20 09:39:45",160,/shipping
290,"2012-03-20 09:40:31",160,/billing
291,"2012-03-20 09:40:56",162,/home
292,"2012-03-20 09:41:45",160,/thank-you-for-your-order
293,"2012-03-20 09:43:31",162,/products
294,"2012-03-20 10:09:03",163,/home
295,"2012-03-20 10:12:30",164,/home
296,"2012-03-20 10:13:45",163,/products
297,"2012-03-20 10:16:01",165,/home
298,"2012-03-20 10:20:19",165,/products
299,"2012-03-20 10:22:17",166,/home
300,"2012-03-20 10:24:50",165,/the-original-mr-fuzzy
301,"2012-03-20 10:25:32",165,/cart
302,"2012-03-20 10:26:00",167,/home
303,"2012-03-20 10:27:25",165,/shipping
304,"2012-03-20 10:29:58",165,/billing
305,"2012-03-20 10:34:01",168,/home
306,"2012-03-20 10:37:57",169,/home
307,"2012-03-20 10:38:31",169,/products
308,"2012-03-20 10:40:10",169,/the-original-mr-fuzzy
309,"2012-03-20 10:41:41",170,/home
310,"2012-03-20 10:44:23",171,/home
311,"2012-03-20 10:48:35",171,/products
312,"2012-03-20 10:48:42",172,/home
313,"2012-03-20 10:51:50",171,/the-original-mr-fuzzy
314,"2012-03-20 10:51:54",172,/products
315,"2012-03-20 10:53:28",173,/home
316,"2012-03-20 10:57:44",173,/products
317,"2012-03-20 10:59:23",174,/home
318,"2012-03-20 10:59:56",173,/the-original-mr-fuzzy
319,"2012-03-20 11:02:56",173,/cart
320,"2012-03-20 11:03:02",174,/products
321,"2012-03-20 11:04:14",173,/shipping
322,"2012-03-20 11:12:46",175,/home
323,"2012-03-20 11:15:05",176,/home
324,"2012-03-20 11:15:15",177,/home
325,"2012-03-20 11:17:18",177,/products
326,"2012-03-20 11:18:18",177,/the-original-mr-fuzzy
327,"2012-03-20 11:19:51",177,/cart
328,"2012-03-20 11:20:23",177,/shipping
329,"2012-03-20 11:21:48",177,/billing
330,"2012-03-20 11:28:15",177,/thank-you-for-your-order
331,"2012-03-20 11:29:00",178,/home
332,"2012-03-20 11:31:03",179,/home
333,"2012-03-20 11:33:28",179,/products
334,"2012-03-20 11:35:18",180,/home
335,"2012-03-20 11:36:03",179,/the-original-mr-fuzzy
336,"2012-03-20 11:37:53",181,/home
337,"2012-03-20 11:54:25",182,/home
338,"2012-03-20 11:55:12",183,/home
339,"2012-03-20 12:00:45",184,/home
340,"2012-03-20 12:01:21",184,/products
341,"2012-03-20 12:02:11",184,/the-original-mr-fuzzy
342,"2012-03-20 12:04:08",184,/cart
343,"2012-03-20 12:04:21",185,/home
344,"2012-03-20 12:06:08",184,/shipping
345,"2012-03-20 12:06:58",186,/home
346,"2012-03-20 12:08:07",184,/billing
347,"2012-03-20 12:09:05",187,/home
348,"2012-03-20 12:09:14",188,/home
349,"2012-03-20 12:17:45",189,/home
350,"2012-03-20 12:20:06",189,/products
351,"2012-03-20 12:20:41",189,/the-original-mr-fuzzy
352,"2012-03-20 12:21:14",190,/home
353,"2012-03-20 12:21:24",191,/home
354,"2012-03-20 12:24:50",192,/home
355,"2012-03-20 12:26:29",193,/home
356,"2012-03-20 12:28:32",194,/home
357,"2012-03-20 12:28:44",192,/products
358,"2012-03-20 12:33:19",192,/the-original-mr-fuzzy
359,"2012-03-20 12:39:07",195,/home
360,"2012-03-20 12:42:51",196,/home
361,"2012-03-20 12:48:08",197,/home
362,"2012-03-20 12:51:01",198,/home
363,"2012-03-20 12:51:42",197,/products
364,"2012-03-20 12:54:55",197,/the-original-mr-fuzzy
365,"2012-03-20 13:12:04",199,/home
366,"2012-03-20 13:15:35",200,/home
367,"2012-03-20 13:30:48",201,/home
368,"2012-03-20 13:32:15",202,/home
369,"2012-03-20 13:34:44",201,/products
370,"2012-03-20 13:36:50",201,/the-original-mr-fuzzy
371,"2012-03-20 13:45:10",203,/home
372,"2012-03-20 13:47:15",204,/home
373,"2012-03-20 13:48:36",205,/home
374,"2012-03-20 13:49:16",206,/home
375,"2012-03-20 13:49:52",203,/products
376,"2012-03-20 13:50:28",203,/the-original-mr-fuzzy
377,"2012-03-20 13:58:38",207,/home
378,"2012-03-20 13:59:30",207,/products
379,"2012-03-20 14:03:04",208,/home
380,"2012-03-20 14:09:31",209,/home
381,"2012-03-20 14:13:57",210,/home
382,"2012-03-20 14:22:06",211,/home
383,"2012-03-20 14:25:21",211,/products
384,"2012-03-20 14:26:13",211,/the-original-mr-fuzzy
385,"2012-03-20 14:27:17",211,/cart
386,"2012-03-20 14:28:12",211,/shipping
387,"2012-03-20 14:30:40",211,/billing
388,"2012-03-20 14:33:41",212,/home
389,"2012-03-20 14:36:16",213,/home
390,"2012-03-20 14:41:07",214,/home
391,"2012-03-20 14:42:35",215,/home
392,"2012-03-20 14:42:56",216,/home
393,"2012-03-20 14:43:30",217,/home
394,"2012-03-20 14:43:59",217,/products
395,"2012-03-20 14:46:16",217,/the-original-mr-fuzzy
396,"2012-03-20 14:52:07",218,/home
397,"2012-03-20 14:54:17",219,/home
398,"2012-03-20 15:10:28",220,/home
399,"2012-03-20 15:24:21",221,/home
400,"2012-03-20 15:25:38",222,/home
401,"2012-03-20 15:25:41",223,/home
402,"2012-03-20 15:27:56",222,/products
403,"2012-03-20 15:28:32",223,/products
404,"2012-03-20 15:30:55",224,/home
405,"2012-03-20 15:32:42",223,/the-original-mr-fuzzy
406,"2012-03-20 15:33:53",224,/products
407,"2012-03-20 15:35:04",225,/home
408,"2012-03-20 15:35:26",223,/cart
409,"2012-03-20 15:37:17",226,/home
410,"2012-03-20 15:38:07",227,/home
411,"2012-03-20 15:40:02",228,/home
412,"2012-03-20 15:40:17",227,/products
413,"2012-03-20 15:40:29",229,/home
414,"2012-03-20 15:41:52",230,/home
415,"2012-03-20 15:42:25",226,/products
416,"2012-03-20 15:42:55",226,/the-original-mr-fuzzy
417,"2012-03-20 15:43:14",227,/the-original-mr-fuzzy
418,"2012-03-20 15:46:40",231,/home
419,"2012-03-20 15:50:20",231,/products
420,"2012-03-20 15:54:22",232,/home
421,"2012-03-20 15:54:33",231,/the-original-mr-fuzzy
422,"2012-03-20 15:57:15",231,/cart
423,"2012-03-20 15:59:04",231,/shipping
424,"2012-03-20 15:59:10",232,/products
425,"2012-03-20 16:02:08",231,/billing
426,"2012-03-20 16:02:16",232,/the-original-mr-fuzzy
427,"2012-03-20 16:03:33",232,/cart
428,"2012-03-20 16:04:32",233,/home
429,"2012-03-20 16:05:57",232,/shipping
430,"2012-03-20 16:06:32",234,/home
431,"2012-03-20 16:07:00",233,/products
432,"2012-03-20 16:07:37",234,/products
433,"2012-03-20 16:07:46",232,/billing
434,"2012-03-20 16:07:59",235,/home
435,"2012-03-20 16:09:37",233,/the-original-mr-fuzzy
436,"2012-03-20 16:11:08",233,/cart
437,"2012-03-20 16:12:47",232,/thank-you-for-your-order
438,"2012-03-20 16:13:48",233,/shipping
439,"2012-03-20 16:17:19",236,/home
440,"2012-03-20 16:19:26",237,/home
441,"2012-03-20 16:21:53",238,/home
442,"2012-03-20 16:23:46",237,/products
443,"2012-03-20 16:38:04",239,/home
444,"2012-03-20 16:39:45",240,/home
445,"2012-03-20 16:43:35",239,/products
446,"2012-03-20 16:46:01",241,/home
447,"2012-03-20 16:47:02",242,/home
448,"2012-03-20 16:47:14",241,/products
449,"2012-03-20 16:50:44",241,/the-original-mr-fuzzy
450,"2012-03-20 16:54:02",241,/cart
451,"2012-03-20 16:55:31",243,/home
452,"2012-03-20 16:56:15",241,/shipping
453,"2012-03-20 16:58:42",241,/billing
454,"2012-03-20 17:03:41",241,/thank-you-for-your-order
455,"2012-03-20 17:12:39",244,/home
456,"2012-03-20 17:14:00",244,/products
457,"2012-03-20 17:17:09",245,/home
458,"2012-03-20 17:17:58",246,/home
459,"2012-03-20 17:22:56",246,/products
460,"2012-03-20 17:23:34",246,/the-original-mr-fuzzy
461,"2012-03-20 17:51:31",247,/home
462,"2012-03-20 17:55:13",248,/home
463,"2012-03-20 17:56:40",247,/products
464,"2012-03-20 17:57:52",247,/the-original-mr-fuzzy
465,"2012-03-20 17:58:51",248,/products
466,"2012-03-20 18:02:41",248,/the-original-mr-fuzzy
467,"2012-03-20 18:05:37",249,/home
468,"2012-03-20 18:07:26",250,/home
469,"2012-03-20 18:11:14",251,/home
470,"2012-03-20 18:15:48",252,/home
471,"2012-03-20 18:16:36",252,/products
472,"2012-03-20 18:22:01",253,/home
473,"2012-03-20 18:29:20",254,/home
474,"2012-03-20 18:39:29",255,/home
475,"2012-03-20 18:39:39",256,/home
476,"2012-03-20 18:51:03",257,/home
477,"2012-03-20 18:54:14",258,/home
478,"2012-03-20 18:56:27",259,/home
479,"2012-03-20 19:26:01",260,/home
480,"2012-03-20 19:29:45",261,/home
481,"2012-03-20 19:30:41",262,/home
482,"2012-03-20 19:33:32",262,/products
483,"2012-03-20 19:44:50",263,/home
484,"2012-03-20 19:46:49",264,/home
485,"2012-03-20 19:47:23",265,/home
486,"2012-03-20 19:51:16",264,/products
487,"2012-03-20 19:56:00",266,/home
488,"2012-03-20 19:58:41",267,/home
489,"2012-03-20 20:06:39",268,/home
490,"2012-03-20 20:08:27",269,/home
491,"2012-03-20 20:10:21",268,/products
492,"2012-03-20 20:16:26",270,/home
493,"2012-03-20 20:16:38",271,/home
494,"2012-03-20 20:17:46",271,/products
495,"2012-03-20 20:19:53",271,/the-original-mr-fuzzy
496,"2012-03-20 20:30:41",272,/home
497,"2012-03-20 20:35:15",272,/products
498,"2012-03-20 20:36:12",273,/home
499,"2012-03-20 20:38:30",272,/the-original-mr-fuzzy
500,"2012-03-20 20:38:48",274,/home
501,"2012-03-20 20:41:53",275,/home
502,"2012-03-20 20:42:00",276,/home
503,"2012-03-20 20:42:09",277,/home
504,"2012-03-20 21:01:34",278,/home
505,"2012-03-20 21:02:24",278,/products
506,"2012-03-20 21:03:49",279,/home
507,"2012-03-20 21:05:15",280,/home
508,"2012-03-20 21:06:13",279,/products
509,"2012-03-20 21:11:48",281,/home
510,"2012-03-20 21:24:43",282,/home
511,"2012-03-20 21:26:18",283,/home
512,"2012-03-20 21:26:39",283,/products
513,"2012-03-20 21:27:25",283,/the-original-mr-fuzzy
514,"2012-03-20 21:28:00",283,/cart
515,"2012-03-20 21:30:44",283,/shipping
516,"2012-03-20 21:31:20",283,/billing
517,"2012-03-20 22:05:47",284,/home
518,"2012-03-20 22:06:52",285,/home
519,"2012-03-20 22:09:48",284,/products
520,"2012-03-20 22:10:54",286,/home
521,"2012-03-20 22:12:04",286,/products
522,"2012-03-20 22:13:08",287,/home
523,"2012-03-20 22:13:45",288,/home
524,"2012-03-20 22:14:47",286,/the-original-mr-fuzzy
525,"2012-03-20 22:16:17",289,/home
526,"2012-03-20 22:18:21",286,/cart
527,"2012-03-20 22:21:03",289,/products
528,"2012-03-20 22:21:27",286,/shipping
529,"2012-03-20 22:22:38",286,/billing
530,"2012-03-20 22:23:12",289,/the-original-mr-fuzzy
531,"2012-03-20 22:34:57",290,/home
532,"2012-03-20 22:35:15",291,/home
533,"2012-03-20 22:52:38",292,/home
534,"2012-03-20 23:02:02",293,/home
535,"2012-03-20 23:17:59",294,/home
536,"2012-03-20 23:23:40",295,/home
537,"2012-03-20 23:26:17",295,/products
538,"2012-03-20 23:28:39",295,/the-original-mr-fuzzy
539,"2012-03-20 23:29:41",295,/cart
540,"2012-03-20 23:33:05",295,/shipping
541,"2012-03-20 23:33:58",295,/billing
542,"2012-03-20 23:35:27",295,/thank-you-for-your-order
543,"2012-03-20 23:39:47",296,/home
544,"2012-03-20 23:42:38",296,/products
545,"2012-03-20 23:47:04",297,/home
546,"2012-03-20 23:48:57",298,/home
547,"2012-03-21 00:14:36",299,/home
548,"2012-03-21 00:34:13",300,/home
549,"2012-03-21 00:47:33",301,/home
550,"2012-03-21 00:49:54",301,/products
551,"2012-03-21 00:50:37",301,/the-original-mr-fuzzy
552,"2012-03-21 00:52:01",301,/cart
553,"2012-03-21 01:02:44",302,/home
554,"2012-03-21 01:44:48",303,/home
555,"2012-03-21 02:16:10",304,/home
556,"2012-03-21 02:19:43",304,/products
557,"2012-03-21 02:20:23",304,/the-original-mr-fuzzy
558,"2012-03-21 02:22:16",305,/home
559,"2012-03-21 02:23:51",304,/cart
560,"2012-03-21 02:27:36",304,/shipping
561,"2012-03-21 02:28:05",304,/billing
562,"2012-03-21 02:35:01",304,/thank-you-for-your-order
563,"2012-03-21 02:55:51",306,/home
564,"2012-03-21 03:12:20",307,/home
565,"2012-03-21 03:12:45",308,/home
566,"2012-03-21 03:27:16",309,/home
567,"2012-03-21 03:48:00",310,/home
568,"2012-03-21 03:50:29",310,/products
569,"2012-03-21 04:03:19",311,/home
570,"2012-03-21 04:08:30",311,/products
571,"2012-03-21 04:27:56",312,/home
572,"2012-03-21 04:28:31",313,/home
573,"2012-03-21 04:29:46",313,/products
574,"2012-03-21 05:26:17",314,/home
575,"2012-03-21 05:49:04",315,/home
576,"2012-03-21 06:12:02",316,/home
577,"2012-03-21 06:30:14",317,/home
578,"2012-03-21 06:33:09",317,/products
579,"2012-03-21 06:34:02",317,/the-original-mr-fuzzy
580,"2012-03-21 06:35:47",317,/cart
581,"2012-03-21 06:36:52",317,/shipping
582,"2012-03-21 06:39:16",317,/billing
583,"2012-03-21 06:42:14",318,/home
584,"2012-03-21 06:45:06",319,/home
585,"2012-03-21 06:45:58",317,/thank-you-for-your-order
586,"2012-03-21 06:48:23",319,/products
587,"2012-03-21 06:50:36",319,/the-original-mr-fuzzy
588,"2012-03-21 06:53:16",320,/home
589,"2012-03-21 07:11:43",321,/home
590,"2012-03-21 07:15:55",321,/products
591,"2012-03-21 07:19:42",321,/the-original-mr-fuzzy
592,"2012-03-21 07:21:16",321,/cart
593,"2012-03-21 07:22:17",321,/shipping
594,"2012-03-21 07:23:44",321,/billing
595,"2012-03-21 07:25:39",322,/home
596,"2012-03-21 07:27:31",323,/home
597,"2012-03-21 07:28:02",321,/thank-you-for-your-order
598,"2012-03-21 07:33:32",324,/home
599,"2012-03-21 07:37:52",325,/home
600,"2012-03-21 07:50:28",326,/home
601,"2012-03-21 07:58:18",327,/home
602,"2012-03-21 07:59:11",328,/home
603,"2012-03-21 08:03:45",327,/products
604,"2012-03-21 08:04:39",329,/home
605,"2012-03-21 08:06:55",327,/the-original-mr-fuzzy
606,"2012-03-21 08:09:08",327,/cart
607,"2012-03-21 08:09:43",329,/products
608,"2012-03-21 08:10:39",327,/shipping
609,"2012-03-21 08:13:15",327,/billing
610,"2012-03-21 08:17:16",330,/home
611,"2012-03-21 08:17:40",330,/products
612,"2012-03-21 08:21:33",327,/thank-you-for-your-order
613,"2012-03-21 08:23:19",331,/home
614,"2012-03-21 08:25:15",331,/products
615,"2012-03-21 08:29:38",332,/home
